"DATA_YEAR","STATE_NAME","total","pop","white_count","black_count","latino_count","jewish_count","asian_count","arab_count","islamic_count","lgbt_count","perc_total","perc_white","perc_black","perc_latino","perc_jewish","perc_asian","perc_arab","perc_islamic","perc_lgbt"
1992,"Illinois",267,11892,85,91,7,16,8,13,0,0,0.04004799760012,0.062962962962963,0.0393598615916955,0.0188679245283019,0.0156862745098039,0.036036036036036,0.216666666666667,0,0
1992,"Indiana",20,5622,6,10,0,1,1,0,0,0,0.00299985000749963,0.00444444444444444,0.00432525951557093,0,0.000980392156862745,0.0045045045045045,0,0,0
1992,"Iowa",36,2846,3,13,1,1,5,0,0,0,0.00539973001349933,0.00222222222222222,0.00562283737024221,0.00269541778975741,0.000980392156862745,0.0225225225225225,0,0,0
1992,"Kansas",3,2510,0,3,0,0,0,0,0,0,0.000449977501124944,0,0.00129757785467128,0,0,0,0,0,0
1992,"Kentucky",5,3720,2,2,0,0,0,0,0,0,0.000749962501874906,0.00148148148148148,0.000865051903114187,0,0,0,0,0,0
1992,"Louisiana",13,4256,0,5,0,2,1,0,0,0,0.00194990250487476,0,0.00216262975778547,0,0.00196078431372549,0.0045045045045045,0,0,0
1992,"Maine",19,1239,0,6,1,2,0,0,0,0,0.00284985750712464,0,0.00259515570934256,0.00269541778975741,0.00196078431372549,0,0,0,0
1992,"Maryland",492,4946,106,214,14,48,27,0,0,0,0.0737963101844908,0.0785185185185185,0.092560553633218,0.0377358490566038,0.0470588235294118,0.121621621621622,0,0,0
1992,"Massachusetts",424,5843,72,133,51,63,35,4,0,0,0.0635968201589921,0.0533333333333333,0.0575259515570934,0.137466307277628,0.0617647058823529,0.157657657657658,0.0666666666666667,0,0
1992,"Michigan",122,9322,33,51,2,12,3,5,0,0,0.0182990850457477,0.0244444444444444,0.0220588235294118,0.00539083557951483,0.0117647058823529,0.0135135135135135,0.0833333333333333,0,0
1992,"Missouri",158,5062,60,76,2,1,1,3,0,0,0.023698815059247,0.0444444444444444,0.0328719723183391,0.00539083557951483,0.000980392156862745,0.0045045045045045,0.05,0,0
1992,"Nevada",23,1353,10,5,1,2,1,0,0,0,0.00344982750862457,0.00740740740740741,0.00216262975778547,0.00269541778975741,0.00196078431372549,0.0045045045045045,0,0,0
1992,"New Jersey",1113,7803,145,398,61,314,33,5,11,0,0.166941652917354,0.107407407407407,0.172145328719723,0.164420485175202,0.307843137254902,0.148648648648649,0.0833333333333333,0.733333333333333,0
1992,"New York",1112,17975,207,282,58,359,0,0,0,0,0.166791660416979,0.153333333333333,0.1219723183391,0.15633423180593,0.351960784313726,0,0,0,0
1992,"North Carolina",1,6813,0,0,0,0,0,0,0,0,0.000149992500374981,0,0,0,0,0,0,0,0
1992,"North Dakota",1,616,0,1,0,0,0,0,0,0,0.000149992500374981,0,0.000432525951557093,0,0,0,0,0,0
1992,"Ohio",105,11175,58,34,2,2,1,0,0,0,0.015749212539373,0.042962962962963,0.0147058823529412,0.00539083557951483,0.00196078431372549,0.0045045045045045,0,0,0
1992,"Oklahoma",147,3269,35,66,5,13,2,5,0,0,0.0220488975551222,0.0259259259259259,0.0285467128027682,0.0134770889487871,0.0127450980392157,0.00900900900900901,0.0833333333333333,0,0
1992,"Oregon",376,3039,57,118,37,16,17,6,0,0,0.056397180140993,0.0422222222222222,0.051038062283737,0.0997304582210243,0.0156862745098039,0.0765765765765766,0.1,0,0
1992,"Pennsylvania",1,12018,0,1,0,0,0,0,0,0,0.000149992500374981,0,0.000432525951557093,0,0,0,0,0,0
1992,"Rhode Island",48,960,11,20,0,6,1,0,0,0,0.0071996400179991,0.00814814814814815,0.00865051903114187,0,0.00588235294117647,0.0045045045045045,0,0,0
1992,"South Carolina",4,3675,2,2,0,0,0,0,0,0,0.000599970001499925,0.00148148148148148,0.000865051903114187,0,0,0,0,0,0
1992,"Tennessee",4,5036,2,2,0,0,0,0,0,0,0.000599970001499925,0.00148148148148148,0.000865051903114187,0,0,0,0,0,0
1992,"Texas",487,17921,114,201,23,34,14,12,2,0,0.0730463476826159,0.0844444444444444,0.0869377162629758,0.0619946091644205,0.0333333333333333,0.0630630630630631,0.2,0.133333333333333,0
1992,"Utah",12,1830,4,2,2,2,0,0,0,0,0.00179991000449977,0.00296296296296296,0.000865051903114187,0.00539083557951483,0.00196078431372549,0,0,0,0
1992,"Virginia",102,6241,21,55,2,11,1,0,0,0,0.0152992350382481,0.0155555555555556,0.0237889273356401,0.00539083557951483,0.0107843137254902,0.0045045045045045,0,0,0
1992,"Washington",375,5138,56,137,15,21,25,1,1,0,0.056247187640618,0.0414814814814815,0.0592560553633218,0.0404312668463612,0.0205882352941176,0.112612612612613,0.0166666666666667,0.0666666666666667,0
1992,"Wisconsin",67,5118,22,13,1,0,7,0,0,0,0.0100494975251237,0.0162962962962963,0.00562283737024221,0.00269541778975741,0,0.0315315315315315,0,0,0
1992,"Wyoming",1,475,0,1,0,0,0,0,0,0,0.000149992500374981,0,0.000432525951557093,0,0,0,0,0,0
1993,"Alabama",5,4168,1,4,0,0,0,0,0,0,0.00065720294426919,0.000676132521974307,0.00141643059490085,0,0,0,0,0,0
1993,"Alaska",24,570,4,11,0,0,2,0,0,0,0.00315457413249211,0.00270453008789723,0.00389518413597734,0,0,0.00769230769230769,0,0,0
1993,"Arizona",208,4003,34,87,21,23,9,1,0,0,0.0273396424815983,0.0229885057471264,0.0308073654390935,0.0502392344497608,0.0201754385964912,0.0346153846153846,0.0181818181818182,0,0
1993,"Arkansas",13,2421,6,4,0,0,0,0,0,0,0.00170872765509989,0.00405679513184584,0.00141643059490085,0,0,0,0,0,0
1993,"California",364,31970,73,72,6,42,36,1,1,0,0.0478443743427971,0.0493576741041244,0.0254957507082153,0.0143540669856459,0.0368421052631579,0.138461538461538,0.0181818181818182,0.0769230769230769,0
1993,"Colorado",178,3564,22,48,13,27,8,3,0,0,0.0233964248159832,0.0148749154834348,0.0169971671388102,0.0311004784688995,0.0236842105263158,0.0307692307692308,0.0545454545454545,0,0
1993,"Connecticut",116,3259,21,45,1,30,0,0,0,0,0.0152471083070452,0.0141987829614604,0.0159348441926346,0.00239234449760766,0.0263157894736842,0,0,0,0
1993,"Delaware",33,711,5,13,0,2,0,0,0,0,0.00433753943217666,0.00338066260987153,0.00460339943342776,0,0.00175438596491228,0,0,0,0
1993,"District of Columbia",10,0,2,1,0,0,0,0,1,0,0.00131440588853838,0.00135226504394861,0.000354107648725212,0,0,0,0,0.0769230769230769,0
1993,"Florida",239,14118,53,102,11,27,2,0,1,0,0.0314143007360673,0.0358350236646383,0.0361189801699717,0.0263157894736842,0.0236842105263158,0.00769230769230769,0,0.0769230769230769,0
1993,"Georgia",75,6825,18,33,1,0,0,0,0,0,0.00985804416403785,0.0121703853955375,0.011685552407932,0.00239234449760766,0,0,0,0,0
1993,"Idaho",70,1145,18,18,13,1,3,0,2,0,0.00920084121976866,0.0121703853955375,0.00637393767705382,0.0311004784688995,0.00087719298245614,0.0115384615384615,0,0.153846153846154,0
1993,"Illinois",745,11725,218,289,31,39,14,16,1,0,0.0979232386961094,0.147396889790399,0.102337110481586,0.0741626794258373,0.0342105263157895,0.0538461538461538,0.290909090909091,0.0769230769230769,0
1993,"Indiana",82,5751,7,29,0,4,4,0,0,0,0.0107781282860147,0.00473292765382015,0.0102691218130312,0,0.00350877192982456,0.0153846153846154,0,0,0
1993,"Iowa",39,2809,6,23,3,0,2,0,0,0,0.00512618296529968,0.00405679513184584,0.00814447592067989,0.00717703349282297,0,0.00769230769230769,0,0,0
1993,"Kentucky",13,3740,5,5,1,0,0,0,0,0,0.00170872765509989,0.00338066260987153,0.00177053824362606,0.00239234449760766,0,0,0,0,0
1993,"Louisiana",23,4246,8,5,0,2,1,0,0,0,0.00302313354363828,0.00540906017579446,0.00177053824362606,0,0.00175438596491228,0.00384615384615385,0,0,0
1993,"Maine",32,1276,4,5,1,6,4,0,0,0,0.00420609884332282,0.00270453008789723,0.00177053824362606,0.00239234449760766,0.00526315789473684,0.0153846153846154,0,0,0
1993,"Maryland",405,4925,75,189,5,49,20,1,1,0,0.0532334384858044,0.050709939148073,0.0669263456090652,0.0119617224880383,0.0429824561403509,0.0769230769230769,0.0181818181818182,0.0769230769230769,0
1993,"Massachusetts",343,5991,87,100,43,41,29,7,0,0,0.0450841219768665,0.0588235294117647,0.0354107648725212,0.102870813397129,0.0359649122807018,0.111538461538462,0.127272727272727,0,0
1993,"Michigan",248,9560,45,121,9,14,5,6,0,0,0.0325972660357518,0.0304259634888438,0.0428470254957507,0.0215311004784689,0.012280701754386,0.0192307692307692,0.109090909090909,0,0
1993,"Missouri",167,5185,48,84,1,6,3,1,0,0,0.021950578338591,0.0324543610547667,0.0297450424929178,0.00239234449760766,0.00526315789473684,0.0115384615384615,0.0181818181818182,0,0
1993,"Montana",21,850,1,1,2,7,0,0,0,0,0.0027602523659306,0.000676132521974307,0.000354107648725212,0.00478468899521531,0.00614035087719298,0,0,0,0
1993,"Nevada",12,1444,5,5,0,1,0,0,0,0,0.00157728706624606,0.00338066260987153,0.00177053824362606,0,0.00087719298245614,0,0,0,0
1993,"New Jersey",1100,7968,151,435,48,302,39,8,5,0,0.144584647739222,0.10209601081812,0.154036827195467,0.114832535885167,0.264912280701754,0.15,0.145454545454545,0.384615384615385,0
1993,"New Mexico",4,1623,0,2,0,2,0,0,0,0,0.000525762355415352,0,0.000708215297450425,0,0.00175438596491228,0,0,0,0
1993,"New York",934,18218,131,262,45,337,0,0,0,0,0.122765509989485,0.0885733603786342,0.0927762039660057,0.107655502392345,0.295614035087719,0,0,0,0
1993,"North Carolina",10,6732,6,2,0,0,0,0,0,0,0.00131440588853838,0.00405679513184584,0.000708215297450425,0,0,0,0,0,0
1993,"North Dakota",1,625,1,0,0,0,0,0,0,0,0.000131440588853838,0.000676132521974307,0,0,0,0,0,0,0
1993,"Ohio",260,11264,107,95,4,19,10,1,0,0,0.0341745531019979,0.0723461798512508,0.0336402266288952,0.00956937799043062,0.0166666666666667,0.0384615384615385,0.0181818181818182,0,0
1993,"Oklahoma",61,3326,12,27,4,6,2,2,0,0,0.00801787592008412,0.00811359026369168,0.00956090651558074,0.00956937799043062,0.00526315789473684,0.00769230769230769,0.0363636363636364,0,0
1993,"Oregon",237,3077,30,72,26,14,10,1,0,0,0.0311514195583596,0.0202839756592292,0.0254957507082153,0.062200956937799,0.012280701754386,0.0384615384615385,0.0181818181818182,0,0
1993,"Pennsylvania",391,12073,68,166,67,42,8,0,1,0,0.0513932702418507,0.0459770114942529,0.0587818696883853,0.160287081339713,0.0368421052631579,0.0307692307692308,0,0.0769230769230769,0
1993,"Rhode Island",62,969,9,25,3,15,3,0,0,0,0.00814931650893796,0.00608519269776876,0.00885269121813031,0.00717703349282297,0.0131578947368421,0.0115384615384615,0,0,0
1993,"South Carolina",27,3630,10,12,0,0,0,0,0,0,0.00354889589905363,0.00676132521974307,0.00424929178470255,0,0,0,0,0,0
1993,"South Dakota",4,717,1,2,0,1,0,0,0,0,0.000525762355415352,0.000676132521974307,0.000708215297450425,0,0.00087719298245614,0,0,0,0
1993,"Tennessee",2,5092,1,1,0,0,0,0,0,0,0.000262881177707676,0.000676132521974307,0.000354107648725212,0,0,0,0,0,0
1993,"Texas",418,18266,90,185,39,28,9,4,0,0,0.0549421661409043,0.0608519269776876,0.0655099150141643,0.0933014354066986,0.0245614035087719,0.0346153846153846,0.0727272727272727,0,0
1993,"Utah",45,1906,14,10,3,1,1,0,0,0,0.00591482649842271,0.0094658553076403,0.00354107648725212,0.00717703349282297,0.00087719298245614,0.00384615384615385,0,0,0
1993,"Vermont",1,588,1,0,0,0,0,0,0,0,0.000131440588853838,0.000676132521974307,0,0,0,0,0,0,0
1993,"Virginia",100,6470,22,49,0,11,3,0,0,0,0.0131440588853838,0.0148749154834348,0.0173512747875354,0,0.00964912280701754,0.0115384615384615,0,0,0
1993,"Washington",457,5224,54,181,15,37,30,3,0,0,0.060068349106204,0.0365111561866126,0.0640934844192634,0.0358851674641148,0.0324561403508772,0.115384615384615,0.0545454545454545,0,0
1993,"Wisconsin",19,5033,3,3,1,3,3,0,0,0,0.00249737118822292,0.00202839756592292,0.00106232294617564,0.00239234449760766,0.00263157894736842,0.0115384615384615,0,0,0
1993,"Wyoming",10,481,2,1,1,1,0,0,0,0,0.00131440588853838,0.00135226504394861,0.000354107648725212,0.00239234449760766,0.00087719298245614,0,0,0,0
1994,"Alaska",9,592,4,3,0,0,0,0,0,0,0.00151158884783339,0.00394477317554241,0.00137677833868747,0,0,0,0,0,0
1994,"Arizona",205,4223,23,72,22,28,6,5,0,0,0.0344306348673161,0.0226824457593688,0.0330426801284993,0.0647058823529412,0.0304678998911861,0.028436018957346,0.0961538461538462,0,0
1994,"Arkansas",10,2414,2,4,0,0,2,0,0,0,0.00167954316425932,0.0019723865877712,0.0018357044515833,0,0,0.00947867298578199,0,0,0
1994,"California",354,31669,63,74,19,30,33,0,2,0,0.05945582801478,0.0621301775147929,0.033960532354291,0.0558823529411765,0.0326441784548422,0.156398104265403,0,0.117647058823529,0
1994,"Colorado",174,3736,28,51,22,21,6,4,1,0,0.0292240510581122,0.0276134122287968,0.023405231757687,0.0647058823529412,0.0228509249183896,0.028436018957346,0.0769230769230769,0.0588235294117647,0
1994,"Connecticut",68,3192,7,26,6,11,2,0,0,0,0.0114208935169634,0.00690335305719921,0.0119320789352914,0.0176470588235294,0.0119695321001088,0.00947867298578199,0,0,0
1994,"Delaware",42,681,9,16,0,3,0,0,0,0,0.00705408128988915,0.00887573964497041,0.00734281780633318,0,0.00326441784548422,0,0,0,0
1994,"District of Columbia",2,0,1,0,1,0,0,0,0,0,0.000335908632851864,0.000986193293885602,0,0.00294117647058824,0,0,0,0,0
1994,"Florida",214,14258,63,70,0,22,2,0,0,0,0.0359422237151495,0.0621301775147929,0.0321248279027077,0,0.0239390642002176,0.00947867298578199,0,0,0
1994,"Georgia",51,7220,7,17,0,2,2,0,0,0,0.00856567013772254,0.00690335305719921,0.007801743919229,0,0.00217627856365615,0.00947867298578199,0,0,0
1994,"Idaho",80,1138,22,12,19,1,1,1,1,0,0.0134363453140746,0.0216962524654832,0.00550711335474988,0.0558823529411765,0.00108813928182807,0.004739336492891,0.0192307692307692,0.0588235294117647,0
1994,"Illinois",239,11808,49,64,14,55,5,8,1,0,0.0401410816257978,0.0483234714003945,0.0293712712253327,0.0411764705882353,0.0598476605005441,0.023696682464455,0.153846153846154,0.0588235294117647,0
1994,"Indiana",32,5967,3,15,1,1,0,0,0,0,0.00537453812562983,0.0029585798816568,0.00688389169343736,0.00294117647058824,0.00108813928182807,0,0,0,0
1994,"Iowa",61,2815,6,34,7,3,3,0,0,0,0.0102452133019819,0.00591715976331361,0.015603487838458,0.0205882352941176,0.00326441784548422,0.014218009478673,0,0,0
1994,"Kentucky",4,3843,0,3,0,0,1,0,0,0,0.000671817265703729,0,0.00137677833868747,0,0,0.004739336492891,0,0,0
1994,"Louisiana",9,4351,1,1,0,2,0,0,0,0,0.00151158884783339,0.000986193293885602,0.000458926112895824,0,0.00217627856365615,0,0,0,0
1994,"Maine",7,1201,1,6,0,0,0,0,0,0,0.00117568021498153,0.000986193293885602,0.00275355667737494,0,0,0,0,0,0
1994,"Maryland",331,5045,57,165,8,39,9,4,1,0,0.0555928787369835,0.0562130177514793,0.0757228086278109,0.0235294117647059,0.0424374319912949,0.042654028436019,0.0769230769230769,0.0588235294117647,0
1994,"Michigan",252,9519,69,110,6,20,8,6,0,0,0.0423244877393349,0.0680473372781065,0.0504818724185406,0.0176470588235294,0.0217627856365615,0.037914691943128,0.115384615384615,0,0
1994,"Mississippi",6,2587,2,3,0,1,0,0,0,0,0.00100772589855559,0.0019723865877712,0.00137677833868747,0,0.00108813928182807,0,0,0,0
1994,"Missouri",140,5107,34,82,3,2,5,1,0,0,0.0235136042996305,0.0335305719921105,0.0376319412574576,0.00882352941176471,0.00217627856365615,0.023696682464455,0.0192307692307692,0,0
1994,"Nevada",16,1521,2,3,1,0,0,0,0,0,0.00268726906281491,0.0019723865877712,0.00137677833868747,0.00294117647058824,0,0,0,0,0
1994,"New Hampshire",3,1131,0,1,0,2,0,0,0,0,0.000503862949277796,0,0.000458926112895824,0,0.00217627856365615,0,0,0,0
1994,"New Jersey",895,7920,81,362,47,224,31,8,6,0,0.150319113201209,0.0798816568047337,0.166131252868288,0.138235294117647,0.243743199129489,0.146919431279621,0.153846153846154,0.352941176470588,0
1994,"New Mexico",12,1685,4,2,2,1,0,0,0,0,0.00201545179711119,0.00394477317554241,0.000917852225791648,0.00588235294117647,0.00108813928182807,0,0,0,0
1994,"New York",911,18213,110,245,48,317,0,0,0,0,0.153006382264024,0.108481262327416,0.112436897659477,0.141176470588235,0.344940152339499,0,0,0,0
1994,"North Carolina",7,6895,2,3,0,0,0,0,0,0,0.00117568021498153,0.0019723865877712,0.00137677833868747,0,0,0,0,0,0
1994,"North Dakota",5,627,1,2,1,0,0,0,0,0,0.000839771582129661,0.000986193293885602,0.000917852225791648,0.00294117647058824,0,0,0,0,0
1994,"Ohio",357,11139,106,171,7,20,9,4,3,0,0.0599596909640578,0.104536489151874,0.0784763653051859,0.0205882352941176,0.0217627856365615,0.042654028436019,0.0769230769230769,0.176470588235294,0
1994,"Oklahoma",20,3232,1,13,1,2,1,0,0,0,0.00335908632851864,0.000986193293885602,0.00596603946764571,0.00294117647058824,0.00217627856365615,0.004739336492891,0,0,0
1994,"Oregon",177,3152,22,48,19,11,11,1,0,0,0.02972791400739,0.0216962524654832,0.0220284534189995,0.0558823529411765,0.0119695321001088,0.0521327014218009,0.0192307692307692,0,0
1994,"Pennsylvania",278,11967,43,146,24,32,15,1,0,0,0.0466912999664091,0.0424063116370809,0.0670032124827903,0.0705882352941176,0.0348204570184984,0.0710900473933649,0.0192307692307692,0,0
1994,"Rhode Island",37,968,4,12,0,8,5,0,1,0,0.00621430970775949,0.00394477317554241,0.00550711335474988,0,0.00870511425462459,0.023696682464455,0,0.0588235294117647,0
1994,"South Carolina",33,3633,10,13,1,1,1,0,0,0,0.00554249244205576,0.00986193293885602,0.00596603946764571,0.00294117647058824,0.00108813928182807,0.004739336492891,0,0,0
1994,"South Dakota",1,737,0,0,0,1,0,0,0,0,0.000167954316425932,0,0,0,0.00108813928182807,0,0,0,0
1994,"Tennessee",20,5338,13,4,0,0,0,0,0,0,0.00335908632851864,0.0128205128205128,0.0018357044515833,0,0,0,0,0,0
1994,"Texas",365,18894,72,153,32,17,16,5,0,0,0.0613033254954652,0.0710059171597633,0.070215695273061,0.0941176470588235,0.0184983677910773,0.0758293838862559,0.0961538461538462,0,0
1994,"Utah",93,1926,36,5,6,1,6,0,0,0,0.0156197514276117,0.0355029585798817,0.00229463056447912,0.0176470588235294,0.00108813928182807,0.028436018957346,0,0,0
1994,"Vermont",12,589,3,2,0,1,0,0,0,0,0.00201545179711119,0.0029585798816568,0.000917852225791648,0,0.00108813928182807,0,0,0,0
1994,"Virginia",95,6616,13,43,2,15,3,2,0,0,0.0159556600604636,0.0128205128205128,0.0197338228545204,0.00588235294117647,0.0163220892274211,0.014218009478673,0.0384615384615385,0,0
1994,"Washington",281,5259,34,107,20,22,22,2,1,0,0.0471951629156869,0.0335305719921105,0.0491050940798531,0.0588235294117647,0.0239390642002176,0.104265402843602,0.0384615384615385,0.0588235294117647,0
1994,"Wisconsin",40,5003,6,15,1,3,5,0,0,0,0.00671817265703729,0.00591715976331361,0.00688389169343736,0.00294117647058824,0.00326441784548422,0.023696682464455,0,0,0
1994,"Wyoming",6,485,0,1,0,0,1,0,0,0,0.00100772589855559,0,0.000458926112895824,0,0,0.004739336492891,0,0,0
1995,"Alaska",8,630,1,3,0,0,1,0,0,0,0.0010062893081761,0.000812347684809098,0.00100300902708124,0,0,0.0028169014084507,0,0,0
1995,"Arizona",220,4337,27,89,16,18,9,4,0,0,0.0276729559748428,0.0219333874898457,0.0297559344700769,0.0310077519379845,0.0169971671388102,0.0253521126760563,0.0727272727272727,0,0
1995,"Arkansas",7,2532,0,4,2,0,1,0,0,0,0.000880503144654088,0,0.00133734536944166,0.00387596899224806,0,0.0028169014084507,0,0,0
1995,"California",1751,32055,193,567,158,174,142,0,8,0,0.220251572327044,0.156783103168156,0.189568706118355,0.306201550387597,0.164305949008499,0.4,0,0.275862068965517,0
1995,"Colorado",149,3793,13,46,15,17,15,7,1,0,0.0187421383647799,0.0105605199025183,0.0153794717485791,0.0290697674418605,0.016052880075543,0.0422535211267606,0.127272727272727,0.0344827586206897,0
